"COUNTRY","Country","SERIES","Series","PERIOD","Pay period","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2015","2015","USD","US Dollar","0","Units",,,9363.09,,
"GRC","Greece","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2016","2016","USD","US Dollar","0","Units",,,9441.04,,
"GRC","Greece","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2017","2017","USD","US Dollar","0","Units",,,9336.36,,
"GRC","Greece","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2018","2018","USD","US Dollar","0","Units",,,9278.31,,
"GRC","Greece","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2019","2019","USD","US Dollar","0","Units",,,10180.11,,
"GRC","Greece","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2020","2020","USD","US Dollar","0","Units",,,10393.94,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,0.93,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,1.04,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,1.24,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,1.35,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,1.44,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,1.54,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,1.68,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,1.76,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,1.93,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,2.01,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,2.08,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,2.14,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,2.14,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,2.14,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,2.14,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,2.14,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,2.14,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,2.14,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2019","2019","USD","US Dollar","0","Units",,,2.14,,
"SVK","Slovak Republic","EXR","In 2020 constant prices at 2020 USD exchange rates","H","Hourly","2020","2020","USD","US Dollar","0","Units",,,2.14,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,9691.18,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,9741.15,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,9670.27,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,9672.07,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,9705.38,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,9689.12,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,9881.37,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,10181.7,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,10845.93,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,11290.2,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,11121.48,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,10821.37,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,10791.76,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,10821.86,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,11213.54,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,11697.48,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2017","2017","USD","US Dollar","0","Units",,,12127.42,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2018","2018","USD","US Dollar","0","Units",,,12504.06,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2019","2019","USD","US Dollar","0","Units",,,12891.58,,
"PRT","Portugal","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2020","2020","USD","US Dollar","0","Units",,,13645.28,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,10.09,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,10.22,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,10.39,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,10.74,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,11.15,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,11.43,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,11.56,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,11.58,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,11.78,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,11.7,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,11.69,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,11.83,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,11.88,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,11.95,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,12.04,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,12.1,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,12.08,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,12.01,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2019","2019","USD","US Dollar","0","Units",,,12.06,,
"FRA","France","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2020","2020","USD","US Dollar","0","Units",,,12.14,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,15657.29,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,15412.84,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,15070.72,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,14677.76,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,14196.12,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,13752.47,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,14167.41,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,15393.85,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,17205.25,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,17898.52,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,17350.79,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,16999.02,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,16753.61,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,16486.16,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,16466.63,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,16261.48,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2017","2017","USD","US Dollar","0","Units",,,15922.31,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2018","2018","USD","US Dollar","0","Units",,,15542.67,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2019","2019","USD","US Dollar","0","Units",,,15266.02,,
"USA","United States","PPP","In 2020 constant prices at 2020 USD PPPs","A","Annual","2020","2020","USD","US Dollar","0","Units",,,15080,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,5.94,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,6.03,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,6.08,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,6.09,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,6.12,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,6.14,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,6.2,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,6.25,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,6.47,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,6.62,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,6.78,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,6.86,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,6.95,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,6.9,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,6.99,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,7.18,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,7.37,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,7.52,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2019","2019","USD","US Dollar","0","Units",,,7.71,,
"JPN","Japan","PPP","In 2020 constant prices at 2020 USD PPPs","H","Hourly","2020","2020","USD","US Dollar","0","Units",,,7.89,,
"FRA","France","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2001","2001","USD","US Dollar","0","Units",,,17527.09,,
"FRA","France","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2002","2002","USD","US Dollar","0","Units",,,17748.51,,
"FRA","France","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2003","2003","USD","US Dollar","0","Units",,,18053.26,,
"FRA","France","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2004","2004","USD","US Dollar","0","Units",,,18657.98,,
"FRA","France","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2005","2005","USD","US Dollar","0","Units",,,19378.63,,
"FRA","France","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2006","2006","USD","US Dollar","0","Units",,,19863.65,,
"FRA","France","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2007","2007","USD","US Dollar","0","Units",,,20064.78,,
"FRA","France","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2008","2008","USD","US Dollar","0","Units",,,20103.71,,
"FRA","France","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2009","2009","USD","US Dollar","0","Units",,,20455.62,,
"FRA","France","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","Units",,,20319.54,,
"FRA","France","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","Units",,,20295.13,,
"FRA","France","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","Units",,,20555.67,,
"FRA","France","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","Units",,,20642.32,,
"FRA","France","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","Units",,,20755.74,,
"FRA","France","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2015","2015","USD","US Dollar","0","Units",,,20922.22,,
"FRA","France","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2016","2016","USD","US Dollar","0","Units",,,21014.32,,
"FRA","France","EXR","In 2020 constant prices at 2020 USD exchange rates","A","Annual","2017","2017","USD","US Dollar","0","Units",,,20993.2,,
